,price,depreciation,registration_date,mileage,road_tax,deregistration_value,coe,engine_cap,curb_weight,manufactured_year,trasmission,omv,arf,power,number_of_owner,type,car_features,car_accessories,descriptions,warranty,category,status
26,"$64,800","$15,980",29-Aug-2016,"116,355 km (17.7k /yr)",$976 /yr,"$32,314","$56,956","1,798 cc","1,360 kg",2016,Auto,"$19,955","$19,955",105.0 kW (140 bhp),2,MPV,"Features Fuel efficient 1.8L inline 4 cylinders DOHC 16V Valvematic Engine, smooth 7-speed CVT-I auto, ABS, SRS, traction control, keyless entry push start. View specs of the Toyota Wish","Accessories S/Rims, Premium Leather Seats, Upgraded Kenwood Touchscreen DVD Player With BT/Carplay/Rev.Cam, Auto Retractable Side Mirrors, Fog Lamps, F/R DashCam.",Description 100% loan available! Fully maintained & serviced by agent (Borneo Motors) since new yet comes with nice bidded registration number! Guaranteed accident free unit in immaculate pristine condition assured! Must view to believe & appreciate its condition! We provides various loan scheme with low driveaway! All trade in most welcome! So hurry contact us now for a viewing appointment today!,CategoryPARF Car,StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
27,"$56,188","$14,720",05-Jul-2016,"80,800 km (12k /yr)",$744 /yr,"$28,404","$55,200","1,600 cc","1,480 kg",2016,Auto,"$15,849","$15,849",84.0 kW (112 bhp),1,SUV,"Features 1.6l 4 cylinders 16 valves boxer engine, 112 Bhp, linear tronic CVT automatic, AWD, 6 x SRS airbags, auto headlights and rain sensors. View specs of the Subaru XV (2011-2017)","Accessories Reverse camera, multi steering controls, Bluetooth, knock down rear seats, sports rims.","Description A well built crossover packed with its signature boxer engine and symmetrical AWD, spacious cabin packed with tons of practicality, impressive high-speed stability, body control and all corner grip, smooth acceleration ready to respond on the pedal whenever u need, 1 owner with low mileage clocked, full loan n high trade in available, immed transfer of ownership on the spot, call for a viewing now",CategoryPARF Car,StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
28,"$196,888","$20,340",18-Nov-2021,"7,700 km (5.7k /yr)",$586 /yr,"$79,785","$56,032","1,332 cc","1,555 kg",2021,Auto,"$35,514","$41,720",120.0 kW (160 bhp),1,SUV,"Features Powered by 4 cylinders inline, 16 valves turbo charged producing 160bhp, 7g-DCT auto transmission, multi function steering control, ABS, airbags. View specs of the Mercedes-Benz GLB-Class","Accessories 18"" sport rims, factory fitted 10.25 digital screen display, 64 ambient light. MBUX multimedia system. Carplay/Android Auto. Rear aircon.",Description New arrival! Most valued buy! Beautiful white 7 seater SUV unit with pristine condition! Peace of mind! Fully serviced by agent and still under 3 years warranty by C&C. 100% accident free! Lowest genuine mileage at only 7700km! Well maintained by 1 careful owner. Trade in welcome. Call now to view and test drive the car today! Don't miss! Strictly by appointment only! Consignment unit.,"CategoryPARF Car, Low Mileage Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
29,"$79,800","$14,970",23-Jul-2008,"170,000 km (11.6k /yr)","$3,543 /yr","$19,667","$36,888","2,979 cc","1,615 kg",2008,Auto,"$72,798","$72,798",225.0 kW (301 bhp),5,Sports Car,"Features Powered by BMW 3.0L 6 cylinders twin turbocharged engine, 7 speed DCT transmissions, Sunroof.new road tax View specs of the BMW 335i","Accessories M-Sport bodykit, upgraded suspension, carbon fiber steering, sports rims, Alcon brake kit, super sprint exo engine recently overhauled with receipt","Description Owner's loss is your gain! Mint condition, most wear and tear replaced. No repair needed.New paintwork! 100% accident free! Flexible bank/in house loan available, highest trade in assured! Call/WhatsApp us for an appointment!","CategoryCOE Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
30,"$84,000","$16,310",28-Apr-2017,"85,000 km (14.4k /yr)","$1,210 /yr","$46,254","$54,000","1,997 cc","1,530 kg",2016,Auto,"$30,358","$34,502",114.0 kW (152 bhp),3,Luxury Sedan,"Features Reliable 2.0L DOHC Engine, 5 Speed (A) Transmission. Fuel Consumption Of 14km/L View specs of the Honda Accord (2013-2017)","Accessories Keyless Entry, Push Start/Stop. Bluetooth. Blind Spot Monitoring. Multi-Function Steering Wheel.","Description Pristine Showroom Condition, Full Agent Maintained Unit! $0 Drive-Away Available, Instant Same Day Loan Approval! High Trade-In Valuation For Your Car!",CategoryPARF Car,StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
31,"$199,800","$22,990",09-Sep-2020,"24,000 km (9.4k /yr)","$1,176 /yr","$71,317","$38,802","1,969 cc","1,919 kg",2019,Auto,"$46,056","$56,479",235.0 kW (315 bhp),2,SUV,"Features 2.0L T6 Inline 4 Cylinders Turbocharger N Supercharger, 8 Speed Auto Transmission, Paddle Shift, ABS, Cruise Control, Keyless Entry/start/ View specs of the Volvo XC60 (2017-2021)","Accessories Factory Fitted Audio System, CarPlay/BT/Navigation, Electric Memory Seat, Auto Tailgate/Headlamp, 19"" Sport Rim, Reverse Cam",Description Volvo XC60 T6 R-Design Panoramic Roof Model! Upgraded Volvo Polestar Optimised! Fully Agent Maintained! The Extraordinary SUV! Excellent Comfort And Handling. Spacious Cabin And Boot Space. Extremely Well Maintained. Immaculate Condition From Interior To Exterior. View To Believe. Very Flexible Loan Schemes Available. View To Appreciate.,"CategoryPARF Car, Premium Ad Car, Low Mileage Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
32,"$77,800","$15,460",08-Mar-2017,"78,000 km (12.9k /yr)","$1,792 /yr","$41,721","$50,621","2,494 cc","1,475 kg",2016,Auto,"$29,570","$33,398",133.0 kW (178 bhp),2,Luxury Sedan,"Features 2.5L 4 cylinder inline DOHC VVTI 16 valve engine, 6 speed super ECT, SRS airbags, traction control, cruise control, electric seats, keyless start/stop View specs of the Toyota Camry (2012-2015)","Accessories Dual electric ventilated seats, driver memory seat, original sport rim, original audio system/bt/rev cam/sensor, rear auto blinds, auto LED headlight.","Description Superb condition, like new, low mileage, accident free, 100% loan available, bank & in-house available, low interest, high trade-in, free 3 servicing. Call now to arrange for a viewing now! Don't missed this beauty!",CategoryPARF Car,StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
33,"$55,800","$13,530",16-Sep-2016,"82,000 km (12.6k /yr)",$738 /yr,"$29,252","$51,506","1,591 cc","1,345 kg",2016,Auto,"$17,432","$17,432",93.8 kW (125 bhp),2,Mid-Sized Sedan,"Features Fuel Efficient 1.6L 4 Cylinder 16 Valve Dual CVVT Engine, Sport/eco Mode, SRS Airbags, Keyless Entry/start, Auto Headlights, Rain Sensor, Rear Aircon. View specs of the Hyundai Elantra","Accessories Electric Seats With Ventilation, Factory Audio System W Bluetooth/GPS, Multi Function Steering, Reverse Camera/sensor, Retractable Side Mirrors.","Description Like New! Highest Specs Elite Model, Low Mileage Driven Yearly, Road Tax Till Sept, 100% Accident-free, Very Well-maintained Inside Out, Clean And Spacious Cabin/Boot, Low Fuel Consumption, Don't Miss! Genuine And Transparent Dealing Backed By Positive Reviews, Buy With Assurance! 100% Loan Available, Trade-in Welcome. Contact Us Today!",CategoryPARF Car,StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
34,"$88,800","$17,160",18-May-2017,"62,002 km (10.6k /yr)",$624 /yr,"$47,250","$54,405","1,395 cc","1,498 kg",2017,Auto,"$30,901","$35,262",110.0 kW (147 bhp),2,SUV,"Features 1.4L Turbo-Charged Engine, 147 BHP, 6 Speed DSG Automatic, ABS, Airbags, Traction/Cruise Control, Auto Headlights/Rain Sensors, Electric Tailgate. View specs of the Volkswagen Tiguan (2008-2011)","Accessories Panoramic Roof, 18"" Sports Rims, Leather Seats, Factory Fitted Audio System With Apple/Android Car-Play, 3M Solar Film, Black-Vue In-Car Cameras.","Description SUV Lovers Top Choice, Habanero Orange Tiguan 1.4A (High Specs EQP Model With Ever-Ready 147 BHP). Genuine Low Mileage Done 62002km. Timely Agent Maintained (All Records To Prove) By Extremely Fussy Owner. New Paintwork With Just Changed (Year 2021) Pirelli Tyres (Receipt). Nice/New Car Number. 100% Accident Free. Owner Consignment. Call Now!","This car comes with 6-mth Sgcarmart Warranty, the best protection for your car.Ask the dealer to activate the warranty to start the coverage.$0 Repair BillsComprehensive Vehicle Inspection","PARF Car, Premium Ad Car, Sgcarmart Warranty Cars",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
35,"$143,800","$22,050",20-Sep-2018,"53,000 km (11.7k /yr)","$1,176 /yr","$51,718","$32,311","1,969 cc","1,841 kg",2018,Auto,"$38,070","$45,298",187.0 kW (250 bhp),1,SUV,"Features 2.0L 4 Cylinder Inline 16 Valve Turbocharged Engine, 8 Speed Auto Transmission, Producing 250bhp, Paddle Shifter, Cruise Control, Keyless Entry/start. View specs of the Volvo XC60 (2017-2021)","Accessories Factory Fitted Audio System, Bluetooth/navigation, Electric Memory Seat, Auto Tailgate/headlamp, Sport Rims, All Round Sensors, Reverse Camera.","Description 1 Owner! Fully Agent Maintained! Sweden Made Unit, The Extraordinary SUV! Excellent Comfort And Handling. Spacious Cabin And Boot Space. Extremely Well Maintained. Immaculate Condition From Interior To Exterior. View To Believe. Very Flexible Loan Schemes Available. View To Appreciate.","CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
36,"$57,800","$13,010",09-Mar-2017,"101,520 km (16.8k /yr)",$684 /yr,"$27,372","$48,401","1,497 cc","1,096 kg",2016,Auto,"$17,652","$12,652",88.0 kW (118 bhp),2,Mid-Sized Sedan,Features Powerful Yet Fuel Efficient 4 Cylinders Inline Sohc I-VTEC Engine Producing 118bhp And 145nm Torque Coupled With 7 Speed CVT Gearbox. View specs of the Honda City (2014-2020),"Accessories Leather Seats, Sports Rims, Factory Fitted Audio System, Multi Function Steering, Airbags, Retractable Side Mirrors, Reverse Camera, Reverse Sensor.",Description Free 1 Yr Warranty. Price Nego. Easy To Maintain. Must View The Car To Appreciate. Trade-in And Loan Available. Call Us To Make An Appointment To View Today! Don't Miss It!,"This car comes with 6-mth Sgcarmart Warranty, the best protection for your car.Ask the dealer to activate the warranty to start the coverage.$0 Repair BillsComprehensive Vehicle Inspection","PARF Car, Premium Ad Car, Sgcarmart Warranty Cars",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
